,element,Tc,Tc_mean
437,Nd0.85La1Th0.15Cu1O4,16.0,16.0
438,Eu1.55La0.3Ce0.15Cu1O4,10.0,10.0
439,Eu1.25La0.6Ce0.15Cu1O4,15.0,15.0
440,Eu0.95La0.9Ce0.15Cu1O4,17.5,17.5
441,Eu0.85La1Ce0.15Cu1O4,15.0,15.0
442,Eu0.65La1.2Ce0.15Cu1O4,11.0,11.0
443,Nd1.25La0.6Ce0.15Cu1O4,23.0,23.0
444,Sm1Ba2Cu4O8,69.3,69.3
445,Nd1.85Ce0.15Cu1O3.93,24.0,24.0
446,Y0.4Pr0.6Ba2Cu3O6.95,9.0,9.0
447,Y1Ba2Cu2.7Fe0.3O7.1,69.0,69.0
448,Y0.8Pr0.2Ba2Cu2.7Fe0.3O7.1,25.0,25.0
449,Gd1Ba2Cu3O6.8,81.0,81.0
450,Tl1.75Cd0.25Ba2Cu1O6,88.0,88.0
451,Nd1.85Ce0.15Cu0.999Co0.001O4,15.5,15.5
452,Bi1Pb1Sr2Y0.65Ca0.35Cu2O8,76.0,76.0
453,Bi1Pb1Sr2Y0.6Ca0.4Cu2O8,83.0,83.0
454,Bi1Pb1Sr2Y0.5Ca0.5Cu2O8,85.0,85.0
455,Bi1Pb1Sr2Y0.4Ca0.6Cu2O8,79.5,79.5
456,Bi1Pb1Sr2Y0.3Ca0.7Cu2O8,75.0,75.0
457,Bi1Pb1Sr1.2La0.2Cu1O6,24.0,24.0
458,Bi1Pb1Sr1.26La0.26Cu1O6,26.0,26.0
459,Bi1Pb1Sr1.5La0.5Cu1O6,16.3,16.3
460,Bi1Pb1Sr0.12Pr0.12Cu1O6,11.0,11.0
461,Bi1Pb1Sr0.2Pr0.2Cu1O6,15.0,15.0
462,Bi1Pb1Sr0.3Pr0.3Cu1O6,14.0,14.0
463,La1.94Ba0.04Cu1O4,4.0,4.0
464,La1.906Ba0.094Cu1O4,32.0,32.0
465,La1.898Ba0.102Cu1O4,29.0,29.0
466,La1.882Ba0.118Cu1O4,9.0,9.0
467,La1.858Ba0.142Cu1O4,29.0,29.0
468,La1.76Ba0.24Cu1O4,14.0,14.0
469,Y0.6Eu0.4Ba2Cu3O7,92.6,92.6
470,Y0.2Eu0.8Ba2Cu3O7,93.8,93.8
471,Y1Ba2Cu3.94Zn0.06O8,39.6,39.6
472,Y1Ba2Cu3.7Zn0.3O8,22.5,22.5
473,Y1Ba2Cu2.94Al0.06O6,86.0,86.0
474,La1.7Sr0.3Ca1Cu2O6,54.0,45.5
475,La1.8Sr0.2Ca1Cu2O6,53.0,40.75
476,La1.774Sr0.226Cu1O4,19.8,19.8
477,Bi2Sr2Ca1Cu2O8.199,70.0,70.0
478,Bi2Sr2Ca1Cu2O8.198,78.0,78.0
479,Bi2Sr2Ca1Cu2O8.196,85.0,85.0
480,Bi2Sr2Ca1Cu2O8.195,91.0,91.0
481,Bi2Sr2Ca1Cu2O8.194,92.0,92.0
482,Bi2Sr2Ca1Cu2O8.118,91.0,91.0
483,Bi2Sr2Ca1Cu2O8.1,90.0,90.0
484,Nd1.85Ce0.15Cu0.998Co0.002O4,16.5,15.45
485,Nd1.85Ce0.15Cu0.996Co0.004O4,11.2,10.4
486,Nd1.85Ce0.15Cu0.995Co0.005O4,7.3,7.3
487,Nd1.85Ce0.15Cu0.994Co0.006O4,4.3,4.3
488,Nd1.85Ce0.15Cu0.998Ni0.002O4,17.3,17.3
489,Nd1.85Ce0.15Cu0.996Ni0.004O4,13.5,13.5
490,Nd1.85Ce0.15Cu0.994Ni0.006O4,8.4,8.4
491,Nd1.85Ce0.15Cu0.996Zn0.004O4,18.1,18.1
492,Bi4Sr3Ca3Cu4O16.25,83.0,83.0
493,Sm1.88Ce0.12Cu1O4,3.9,3.9
494,Sm1.8Ce0.2Cu1O4,14.7,14.7
495,La1.85Sr0.15Cu0.996Fe0.004O4,29.4,29.4
496,La1.85Sr0.15Cu0.988Fe0.012O4,11.6,11.6
497,La1.85Sr0.15Cu0.985Fe0.015O4,5.2,5.2
498,La1.85Sr0.15Cu0.982Fe0.018O4,0.2,0.2
499,La1.85Sr0.15Cu0.982Zn0.018O4,12.6,12.6
500,La1.85Sr0.15Cu0.979Zn0.021O4,10.4,10.4
501,La1.85Sr0.15Cu0.976Zn0.024O4,6.6,6.6
502,La1.85Sr0.15Cu0.973Zn0.027O4,2.8,2.8
503,La1.85Sr0.15Cu0.996Co0.004O4,30.0,30.0
504,La1.85Sr0.15Cu0.992Co0.008O4,23.1,23.1
505,La1.85Sr0.15Cu0.988Co0.012O4,18.6,18.6
506,La1.85Sr0.15Cu0.982Co0.018O4,8.9,8.9
507,La1.85Sr0.15Cu0.979Co0.021O4,6.0,6.0
508,La1.85Sr0.15Cu0.976Co0.024O4,4.4,4.4
509,La1.85Sr0.15Cu0.973Co0.027O4,2.5,2.5
510,La1.85Sr0.15Cu0.995Ga0.005O4,29.8,29.8
511,La1.85Sr0.15Cu0.99Ga0.01O4,24.1,24.1
512,La1.85Sr0.15Cu0.985Ga0.015O4,13.7,13.7
513,La1.85Sr0.15Cu0.98Ga0.02O4,8.3,8.3
514,La1.85Sr0.15Cu0.977Ga0.023O4,0.9,0.9
515,La1.85Sr0.15Cu0.975Ga0.025O4,0.7,0.7
516,La1.85Sr0.15Cu0.993Ni0.007O4,32.6,32.6
517,La1.85Sr0.15Cu0.986Ni0.014O4,27.9,27.9
518,La1.85Sr0.15Cu0.966Ni0.034O4,9.4,9.4
519,La1.85Sr0.15CuNi0.037O4,6.1,6.1
520,La1.85Sr0.15CuNi0.04O4,2.5,2.5
521,La1.85Sr0.15Cu0.996Al0.004O4,30.4,30.4
522,La1.85Sr0.15Cu0.992Al0.008O4,27.1,27.1
523,La1.85Sr0.15Cu0.988Al0.012O4,17.9,17.9
524,La1.85Sr0.15Cu0.985Al0.015O4,15.0,15.0
525,La1.85Sr0.15Cu0.982Al0.018O4,9.1,9.1
526,La1.85Sr0.15Cu0.979Al0.021O4,3.7,3.7
527,Y1Ba2Cu4O7.9,78.3,78.3
528,Y1Ba1.9La0.1Cu4O7.8,67.8,67.8
529,Y1Ba1.8La0.2Cu4O7.9,60.1,60.1
530,Y1Ba1.7La0.3Cu4O7.8,62.7,62.7
531,Y0.95Ca0.05Ba1.9La0.1Cu4O7.9,68.8,68.8
532,Y0.9Ca0.1Ba1.9La0.1Cu4O7.8,79.0,79.0
533,Y1Ba2Cu2.8Fe0.2O6.76,27.8,27.8
534,Y1Ba2Cu2.8Fe0.2O6.8,43.9,43.9
535,Y1Ba2Cu2.8Fe0.2O6.85,57.7,57.7
536,Y1Ba2Cu2.8Fe0.2O6.9,58.8,58.8
537,Y1Ba2Cu2.9Fe0.1O6.64,20.5,20.5
538,Y1Ba2Cu2.9Fe0.1O6.7,28.5,28.5
539,Y1Ba2Cu2.9Fe0.1O6.75,37.4,37.4
540,Y1Ba2Cu2.9Fe0.1O6.85,63.8,63.8
541,Y1Ba2Cu2.9Fe0.1O6.9,74.9,74.9
542,Y1Ba2Cu2.95Fe0.05O6.55,17.8,17.8
543,Y1Ba2Cu2.95Fe0.05O6.6,26.2,26.2
544,Y1Ba2Cu2.95Fe0.05O6.64,37.4,37.4
545,Y1Ba2Cu2.95Fe0.05O6.69,43.5,43.5
546,Y1Ba2Cu2.95Fe0.05O6.73,52.7,52.7
547,Y1Ba2Cu2.95Fe0.05O6.79,67.6,67.6
548,Y1Ba2Cu2.95Fe0.05O6.84,76.4,76.4
549,Y1Ba2Cu2.95Fe0.05O6.9,88.7,88.7
550,Bi2Sr1.6Ca1.2Lu0.2Cu2O8.26,88.6,88.6
551,Bi2Sr1.6Ca1.2Yb0.2Cu2O8.26,88.3,88.3
552,Bi2Sr1.6Ca1.2Y0.2Cu2O8.26,89.1,89.1
553,Bi2Sr1.6Ca1.2Dy0.2Cu2O8.26,88.0,88.0
554,Bi2Sr1.6Ca1.2Gd0.2Cu2O8.26,87.1,87.1
555,Bi2Sr1.6Ca1.2Eu0.2Cu2O8.26,87.1,87.1
556,Bi2Sr1.6Ca1.2Nd0.2Cu2O8.26,86.0,86.0
557,Bi2Sr1.6Ca1.2La0.2Cu2O8.27,86.0,86.0
558,Bi2Sr1.8Ca1Lu0.2Cu2O8.27,91.1,91.1
559,Bi2Sr1.8Ca1Yb0.2Cu2O8.26,90.1,90.1
560,Bi2Sr1.8Ca1Y0.2Cu2O8.25,90.4,90.4
561,Bi2Sr1.8Ca1Dy0.2Cu2O8.26,89.2,89.2
562,Bi2Sr1.8Ca1Gd0.2Cu2O8.26,88.9,88.9
563,Bi2Sr1.8Ca1Eu0.2Cu2O8.25,88.9,88.9
564,Bi2Sr1.8Ca1Nd0.2Cu2O8.26,87.7,87.7
565,Bi2Sr1.8Ca1La0.2Cu2O8.27,87.8,87.8
566,Bi2Sr2Ca0.8Lu0.2Cu2O8.27,92.5,92.5
567,Bi2Sr2Ca0.8Yb0.2Cu2O8.26,92.1,91.65
568,Bi2Sr2Ca0.8Y0.2Cu2O8.27,92.6,92.6
569,Bi2Sr2Ca0.8Dy0.2Cu2O8.26,91.7,91.25
570,Bi2Sr2Ca0.8Gd0.2Cu2O8.27,90.9,90.9
571,Bi2Sr2Ca0.8Eu0.2Cu2O8.26,90.9,90.65
572,Bi2Sr2Ca0.8Nd0.2Cu2O8.26,89.7,89.25
573,Bi2Sr2Ca0.8La0.2Cu2O8.26,89.0,88.45
574,Tl0.8La1Sr1Cu1.2O5,37.0,37.0
575,Tl0.6La1Sr1Cu1.4O5,33.0,33.0
576,Tl0.4La1Sr1Cu1.6O5,30.0,30.0
577,Tl0.7La1Sr1Cu1O5,38.5,38.5
578,Tl1Ba2Cu1O5,95.0,95.0
579,Tl1Ba1Sr1Cu1O5,56.5,49.0
580,Er1Ba2Cu2.85Zn0.15O7,55.0,55.0
581,Er1Ba2Cu2.82Ni0.18O7,65.0,65.0
582,Tl1Ba2Ca0.8Nd0.2Cu2O6.86,100.0,100.0
583,Tl1Ba2Ca0.5Nd0.5Cu2O6.86,40.0,40.0
584,Nd1.85Ce0.15Cu1O3.97,20.0,20.0
585,La1.85Ca0.989Sr0.161Cu2O5.93,13.0,13.0
586,La1.83Ca1.006Sr0.164Cu2O6.08,14.1,14.1
587,La1.8Ca1.032Sr0.168Cu2O6.08,15.0,15.0
588,Y1Ba2Cu2.94Fe0.06O6.85,85.0,85.0
589,Y1Ba2Cu2.91Fe0.09O6.83,60.0,60.0
590,Y1Ba2Cu2.85Fe0.15O7.02,76.0,76.0
591,Bi1.8Pb0.2Sr1.8Ca1Nd0.2Cu2O8.2,86.0,86.0
592,Bi1.8Pb0.2Sr2Ca0.8Nd0.2Cu2O8.21,87.0,87.0
593,Bi1.6Pb0.4Sr1.6Ca1Nd0.4Cu2O8.17,79.0,79.0
594,Bi1.6Pb0.4Sr2Ca0.6Nd0.4Cu2O8.26,85.0,85.0
595,Bi1.4Pb0.6Sr1.4Ca1Nd0.6Cu2O8.22,25.0,25.0
596,Bi1.4Pb0.6Sr2Ca0.4Nd0.6Cu2O8.24,65.0,65.0
597,Bi2Sr1.6La0.4Cu1O6.26,14.3,14.3
598,Bi1.8Pb0.2Sr1.6La0.4Cu1O6.182,13.7,13.7
599,Bi1.7Pb0.3Sr1.6La0.4Cu1O6.141,20.2,20.2
600,Bi1.6Pb0.4Sr1.6La0.4Cu1O6.082,23.0,23.0
601,Bi1.5Pb0.5Sr1.6La0.4Cu1O6.055,28.4,28.4
602,Bi1.4Pb0.6Sr1.6La0.4Cu1O6.068,28.0,28.0
603,Bi1.2Pb0.8Sr1.6La0.4Cu1O6.014,17.3,17.3
604,Bi1Pb1Sr1.6La0.4Cu1O6.065,19.8,19.8
605,Bi1.5Pb0.5Sr1.8La0.2Cu1O5.983,9.2,9.2
606,Bi1.5Pb0.5Sr1.7La0.3Cu1O5.993,15.6,15.6
607,Bi1.5Pb0.5Sr1.6La0.4Cu1O6.044,28.1,28.1
608,Bi1.5Pb0.5Sr1.5La0.5Cu1O6.074,18.1,18.1
609,Bi1.5Pb0.5Sr1.4La0.6Cu1O6.118,10.8,10.8
610,Bi1.6Pb0.4Sr1.8Ca1Nd0.2Cu2O8.11,87.0,87.0
611,Bi1.6Pb0.4Sr2Ca0.8Nd0.2Cu2O8.16,87.0,87.0
612,Sr0.85Pr0.15Cu1O2,39.0,39.0
613,Li1Ti1O4,12.15,12.15
614,Pb1Sr0.8Ba1.2Y0.7Ca0.3Cu3O8.41,42.0,42.0
615,Pb0.5Sr2Y0.6Ca0.4Cu2.5O6.97,67.0,67.0
616,Pb0.8Sr1Ba1.2Y0.7Ca0.3Cu3O7.59,40.0,40.0
617,Pb0.8Sr1Ba1.2Y0.7Ca0.3Cu3O8.28,74.0,74.0
618,Pb0.8Sr1Ba1.2Y0.7Ca0.3Cu3O8.35,77.0,77.0
619,Pb0.8Sr0.8Ba1.2Y0.7Ca0.3Cu3.2O8.3,75.0,75.0
620,La1.9Ba0.1Cu0.99Ga0.01O4,14.3,14.3
621,La1.88Ba0.12Cu0.99Ga0.01O4,8.2,8.2
622,La1.87Ba0.13Cu0.99Ga0.01O4,4.5,4.5
623,La1.84Ba0.16Cu0.99Ga0.01O4,8.3,8.3
624,La1.82Ba0.18Cu0.99Ga0.01O4,8.6,8.6
625,La1.9Ba0.1Cu0.99Zn0.01O4,9.8,9.8
626,La1.84Ba0.16Cu0.99Zn0.01O4,12.4,12.4
627,La1.82Ba0.18Cu0.99Zn0.01O4,13.9,13.9
628,La1.7Ba0.3Cu0.99Zn0.01O4,5.0,5.0
629,La1.94Ba0.06Cu1O4,10.2,10.2
630,Y1Ba2Cu2.7Ga0.3O6.93,75.0,75.0
631,Y1Ba2Cu2.88Zn0.12O6.92,53.0,53.0
632,La1.922Ba0.078Cu1O4,22.9,24.95
633,La1.903Ba0.097Cu1O4,26.0,26.0
634,La1.843Ba0.157Cu1O4,25.3,25.3
635,La1.823Ba0.177Cu1O4,25.5,25.5
636,La1.801Ba0.199Cu1O4,23.5,23.5
637,La1.782Ba0.218Cu1O4,21.6,21.6
638,La1.751Ba0.249Cu1O4,13.7,13.7
639,La1.7Ba0.3Cu1O4,9.7,9.7
640,La1.65Ba0.35Cu1O4,4.2,4.2
641,La1.6Ba0.4Cu1O4,4.2,4.2
642,La1.9Ba0.1Cu0.99Ni0.01O4,17.0,17.0
643,La1.882Ba0.118Cu0.99Ni0.01O4,12.7,12.7
644,La1.869Ba0.131Cu0.99Ni0.01O4,7.0,7.0
645,La1.86Ba0.14Cu0.99Ni0.01O4,11.0,11.0
646,La1.842Ba0.158Cu0.99Ni0.01O4,19.0,19.0
647,La1.822Ba0.178Cu0.99Ni0.01O4,18.2,18.2
648,Ba2Cu3O7,92.0,92.0
649,Y1Ba2Cu3H0.13O7,93.5,93.5
650,Y1Ba2Cu3H0.19O7,93.5,93.5
651,Y1Ba2Cu3H0.38O7,93.8,93.8
652,Y1Ba2Cu3H0.49O7,93.6,93.6
653,Sr2Y0.7Ca0.3Cu2.35Pb0.65O6.89,17.0,17.0
654,Pr1Tl2Sr2Ca4Cu5O2,88.0,88.0
655,Y0.8Ca0.2Ba2Cu3O6.1,50.0,50.0
656,La1Ba1Ca1Cu3O6.856,66.0,66.0
657,La1Ba1Ca1Cu2.9Ni0.1O6.85,45.0,45.0
658,La1Ba1Ca1Cu2.8Ni0.2O6.837,30.0,30.0
659,La1Ba1Ca1Cu2.7Ni0.3O6.848,28.0,28.0
660,La1Ba1Ca1Cu2.6Ni0.4O6.854,24.0,24.0
661,Bi2Ca2.5Pr0.5Cu2O8.53,45.0,45.0
662,Bi2Ca2.5Nd0.5Cu2O8.43,33.5,33.5
663,Bi2Ca2.5Sm0.5Cu2O8.33,22.0,22.0
664,Bi2Ca2.5Eu0.5Cu2O8.31,7.0,7.0
665,Bi2Ca2.5Gd0.5Cu2O8.33,4.0,4.0
666,Bi2Sr1.8Li0.2Ca1Cu2O8,77.0,77.0
667,Bi2Sr1.6Li0.4Ca1Cu2O7.87,86.0,86.0
668,Bi2Sr1.4Li0.6Ca1Cu2O7.7,94.0,94.0
669,Bi1.4Pb0.6Sr2Ca2Cu3O7,108.5,108.5
670,Bi1.4Pb0.6Sr2Ca1.9Ga0.1Cu3O7,104.4,104.4
671,Bi1.4Pb0.6Sr2Ca1.8Ga0.2Cu3O7,68.2,68.2
672,Bi1.4Pb0.6Sr2Ca1.7Ga0.3Cu3O7,67.4,67.4
673,Bi1.4Pb0.6Sr2Ca1.6Ga0.4Cu3O7,69.4,69.4
674,Bi1.4Pb0.6Sr2Ca1.4Ga0.6Cu3O7,70.6,70.6
675,Bi1.4Pb0.6Sr2Ca1.2Ga0.8Cu3O7,67.7,67.7
676,Bi1.4Pb0.6Sr2Ca1Ga1Cu3O7,66.5,66.5
677,Bi1.4Pb0.6Sr2Ga2Cu3O7,62.7,62.7
678,La1.875Ba0.1Sr0.025Cu1O4,6.0,6.0
679,La1.87Sr0.125Cu1.07O4,26.4,26.4
680,La1.88Sr0.125Cu0.97O4,28.4,28.4
681,Nd2Cu1F0.2O3.8,27.0,27.0
682,Nd2Cu1F0.4O3.6,18.5,18.5
683,Nd2Cu1F0.5O3.5,17.5,17.5
684,Bi2Sr2Ca0.9Gd0.1Cu2O8,80.0,80.0
685,Bi2Sr2Ca0.8Gd0.2Cu2O8,73.0,73.0
686,Bi2Sr2Ca0.7Gd0.3Cu2O8,48.0,48.0
687,Bi2Sr2Ca0.6Gd0.4Cu2O8,30.0,30.0
688,Bi2Sr2Ca0.9Y0.1Cu2O8,77.0,76.5
689,Bi2Sr2Ca0.8Y0.2Cu2O8,70.0,79.8
690,Bi2Sr2Ca0.7Y0.3Cu2O8,48.0,64.7
691,Bi2Sr2Ca0.6Y0.4Cu2O8,37.0,49.85
692,Bi2Sr2Ca0.5Y0.5Cu2O8,22.0,31.5
693,Bi2Sr2Ca0.4Y0.6Cu2O8,9.0,9.0
694,Bi1.8Ga0.2Sr1.8Ca1.2Cu2O8,56.5,56.5
695,Bi1.5Ga0.5Sr1.8Ca1.2Cu2O8,41.0,41.0
696,Bi1Ga1Sr1.8Ca1.2Cu2O8,24.8,24.8
697,Pb2Sr2Eu1Cu3O8,71.0,71.0
698,Pb2Sr2Dy1Cu3O8,76.5,76.5
699,Tl2Ba2Ca2Cu3O9.83,114.0,114.0
700,Tl1.8Ba2Ca2.2Cu3O9.92,112.0,112.0
701,Tl1.7Ba2Ca2.3Cu3O9.82,116.0,116.0
702,Tl1.6Ba2Ca2.4Cu3O9.67,118.0,118.0
703,Tl1.4Ba2Ca2.6Cu3O9.53,118.0,118.0
704,Y1Ba2Cu4Li0.016O8,77.0,77.0
705,Y1Ba2Cu4Li0.031O8,72.0,72.0
706,Y1Ba2Cu4Li0.062O8,64.0,64.0
707,Y1Ba2Cu4Li0.125O8,58.0,58.0
708,Y1Ba2Cu4Li0.25O8,58.0,58.0
709,Sr0.84Nd0.16Cu1O2,24.0,32.0
710,Y1Ba1.9La0.1Cu3O7.06,91.9,91.9
711,Y1Ba1.8La0.2Cu3O7.05,77.3,77.3
712,Y1Ba1.6La0.4Cu3O7.11,49.3,49.3
713,Y1Ba1.5La0.5Cu3O7.19,38.3,38.3
714,Pb0.5Sr2Ca0.5Nd0.5Cu2.5O7,60.0,60.0
715,Pb0.5Sr2Ca0.5Sm0.5Cu2.5O7,62.0,62.0
716,Pb0.5Sr2Ca0.5Eu0.5Cu2.5O7,60.0,60.0
717,Pb0.5Sr2Ca0.5Gd0.5Cu2.5O7,60.0,60.0
718,Pb0.5Sr2Ca0.5Dy0.5Cu2.5O7,65.9,65.9
719,Pb0.5Sr2Ca0.5Ho0.5Cu2.5O7,67.9,67.9
720,Pb0.5Sr2Ca0.5Er0.5Cu2.5O7,70.0,70.0
721,Pb0.5Sr2Ca0.5Tm0.5Cu2.5O7,72.0,72.0
722,Y0.975Ca0.025Ba2Cu2.975Al0.025O6.89,94.5,94.5
723,Y0.95Ca0.05Ba2Cu2.95Al0.05O6.88,92.0,92.0
724,Y0.9Ca0.1Ba2Cu2.9Al0.1O6.88,91.1,91.1
725,Y0.85Ca0.15Ba2Cu2.85Al0.15O6.87,90.5,90.5
726,Y0.8Ca0.2Ba2Cu2.8Al0.2O6.88,89.1,89.1
727,Y0.75Ca0.25Ba2Cu2.75Al0.25O6.86,88.2,88.2
728,Y0.8Ca0.1Pr0.1Ba2Cu3O7.01,78.4,78.4
729,Y0.6Ca0.2Pr0.2Ba2Cu3O7,67.1,67.1
730,Y0.4Ca0.3Pr0.3Ba2Cu3O7.02,53.6,53.6
731,Y0.2Ca0.4Pr0.4Ba2Cu3O7,36.5,36.5
732,Bi2Sr2Ca0.8Y0.2Cu2O8.34,86.0,86.0
733,Bi2Sr2Ca0.6Y0.4Cu2O8.36,76.0,76.0
734,Bi2Sr2Ca0.5Y0.5Cu2O8.39,66.0,66.0
735,Bi2Sr2Ca0.5Y0.5Cu2O8.36,18.0,18.0
736,Gd1Nd0.85Ce0.15Cu1O4,5.9,5.9
737,Gd0.75Nd1.1Ce0.15Cu1O4,10.1,10.1
738,Gd0.5Nd1.35Ce0.15Cu1O4,14.3,14.3
739,Gd0.2Nd1.65Ce0.15Cu1O4,18.5,18.5
740,Nd1.75Y0.1Ce0.15Cu1O4,21.0,21.0
741,Nd1.65Y0.2Ce0.15Cu1O4,17.3,17.3
742,Nd1.75La0.1Ce0.15Cu1O4,20.0,20.0
743,Nd1.65La0.2Ce0.15Cu1O4,21.2,21.2
744,Nd1.55La0.3Ce0.15Cu1O4,21.5,23.35
745,Nd1.35La0.5Ce0.15Cu1O4,19.1,19.1
746,Nd1.15La0.7Ce0.15Cu1O4,19.0,19.0
747,Nd0.95La0.9Ce0.15Cu1O4,18.4,20.2
748,Nd0.65La1.2Ce0.15Cu1O4,5.8,5.8
749,Ba0.6K0.4Bi0.9Pb0.1O3,21.5,21.5
750,Ba0.6K0.4Bi0.8Pb0.2O3,14.7,14.7
751,Ba0.7K0.3Bi0.7Pb0.3O3,14.6,14.6
752,Ba0.6K0.4Bi0.7Pb0.3O3,11.3,11.3
753,Ba0.9K0.1Bi0.4Pb0.6O3,11.3,11.3
754,Ba0.6K0.4Bi0.6Pb0.4O3,9.2,9.2
755,Ba0.9K0.1Bi0.3Pb0.7O3,9.3,9.3
756,Ba0.6K0.4Bi0.5Pb0.5O3,7.2,7.2
757,Ba0.8K0.2Bi0.3Pb0.7O3,7.2,7.2
758,Tl0.76Ba1Cu1O4.5,86.0,86.0
759,Zn1Tl0.78Ba1Cu1O4.5,81.0,81.0
760,Cd1Tl0.7Ba1Cu1O4.5,52.5,52.5
761,Hg0.76Tl0.76Ba1Cu1O4.5,87.5,87.5
762,Eu1Ba2Cu3O6.97,94.77,94.77
763,Eu0.9Pr0.1Ba2Cu3O6.95,79.45,79.45
764,Eu0.8Pr0.2Ba2Cu3O6.97,57.9,57.9
765,Eu0.7Pr0.3Ba2Cu3O6.95,38.8,38.8
766,Eu0.6Pr0.4Ba2Cu3O6.97,15.0,15.0
767,Pb0.5Sr1.8Ba0.2Y0.85Ca0.15Cu2.5O6.98,25.0,25.0
768,Y2Ba4Cu7O15.09,89.0,89.0
769,Y2Ba4Cu7O15.03,87.0,87.0
770,Y2Ba4Cu7O14.53,60.0,60.0
771,Y2Ba4Cu7O14.13,37.0,37.0
772,Tm0.9Pr0.1Ba2Cu3O6.95,87.9,87.9
773,Tm0.8Pr0.2Ba2Cu3O6.95,77.9,77.9
774,Tm0.7Pr0.3Ba2Cu3O6.95,64.1,64.1
775,Tm0.6Pr0.4Ba2Cu3O6.95,50.3,50.3
776,Tm0.5Pr0.5Ba2Cu3O6.95,28.9,28.9
777,Gd1Ba2Cu3O6.95,90.0,90.0
778,Gd0.9Pr0.1Ba2Cu3O6.95,74.3,74.3
779,Gd0.8Pr0.2Ba2Cu3O6.95,53.1,53.1
780,Gd0.7Pr0.3Ba2Cu3O6.95,30.6,30.6
781,Gd0.6Pr0.4Ba2Cu3O6.95,11.2,11.2
782,Bi2Sr1.6La0.4Cu1O6.32,23.2,23.2
783,Bi1.7Pb0.3Sr2Ca1Cu2O0.23,75.75,75.75
784,Bi1.7Pb0.3Sr2Ca1Cu2O0.27,67.6,67.6
785,Y1Sr2Cu2.85Re0.15O7,53.0,53.0
786,Y1Sr2Cu2.8Re0.2O6.9,43.0,43.0
787,Y1Sr2Cu2.75Re0.25O7,37.0,37.0
788,Y1Sr2Cu2.7Re0.3O7.1,33.0,33.0
789,Y1Sr2Cu2.85Re0.15O7.1,73.0,73.0
790,Y1Sr2Cu2.8Re0.2O7.2,63.0,63.0
791,Y1Sr2Cu2.75Re0.25O7.3,49.0,49.0
792,Y1Sr2Cu2.7Re0.3O7.2,44.0,44.0
793,Y1Sr2Cu2.8W0.2O6.9,45.0,45.0
794,Y1Sr2Cu2.75W0.25O6.9,33.0,33.0
795,Y1Sr2Cu2.8W0.2O7.2,66.0,66.0
796,Y1Sr2Cu2.75W0.25O7.1,51.0,51.0
797,Y1Sr2Cu2.7W0.3O6.9,28.0,26.0
798,Y1Sr2Cu2.8Mo0.2O7,40.0,40.0
799,Y1Sr2Cu2.65Mo0.35O7.2,29.0,29.0
800,Y1Sr2Cu2.8Mo0.2O7.1,71.0,71.0
801,Y1Sr2Cu2.75Mo0.25O7.1,55.0,43.0
802,Y1Sr2Cu2.7Mo0.3O7.1,43.0,36.5
803,Y1Sr2Cu2.65Mo0.35O7.4,43.0,43.0
804,Y1Sr2Cu2.7Co0.3O6.7,27.0,27.0
805,Y1Sr2Cu2.65Ga0.35O6.6,17.0,17.0
806,Y1Sr2Cu2.65Ga0.35O6.7,21.0,21.0
807,Y1Sr2Cu2.8Ge0.2O,18.0,18.0
808,Y1Sr2Cu2.7Fe0.3O6.9,43.0,43.0
809,Y1Sr2Cu2.65Fe0.35O6.7,34.0,34.0
810,Y1Sr2Cu2.7Fe0.3O7.1,51.0,51.0
811,Y1Sr2Cu2.65Fe0.35O7.1,46.0,46.0
812,Y1Sr2Cu2.6Fe0.4O7,37.0,29.0
813,Y1Sr2Cu2.7Co0.3O6.5,13.0,13.0
814,Y1Sr2Cu2.8V0.2O6.5,16.0,16.0
815,Y1Sr2Cu2.7Ti0.3O6.7,26.0,26.0
816,Y1Sr2Cu2.675Ti0.325O6.6,21.0,21.0
817,Y1Sr2Cu2.65Ti0.35O6.8,21.0,21.0
818,Y1Sr2Cu2.7Ti0.3O7,58.0,58.0
819,Y1Sr2Cu2.675Ti0.325O7.1,56.0,56.0
820,Y1Sr2Cu2.65Ti0.35O7.1,53.0,53.0
821,Sr0.95La0.05Cu1O2.01,42.4,42.4
822,Sr0.9La0.1Cu1O1.96,42.5,42.5
823,Sr0.88La0.12Cu1O1.97,42.4,42.4
824,Dy1Ba1Sr1Cu3O6.93,83.0,83.0
825,Ba0.7K0.3Bi1O3,29.9,29.9
826,Ba0.575K0.425Bi1O3,27.3,27.3
827,Nd1Ba2Cu3O6.86,78.6,78.6
828,Nd0.75Pr0.25Ba2Cu3O6.96,11.7,11.7
829,Lu0.5Pr0.5Ba2Cu3O6.75,40.1,40.1
830,Yb0.5Pr0.5Ba2Cu3O6.67,38.7,38.7
831,Tm0.5Pr0.5Ba2Cu3O6.64,36.0,36.0
832,Er0.5Pr0.5Ba2Cu3O6.82,34.4,34.4
833,Ho0.5Pr0.5Ba2Cu3O6.67,24.3,24.3
834,Y0.5Pr0.5Ba2Cu3O6.68,27.1,27.1
835,Dy0.5Pr0.5Ba2Cu3O6.85,19.0,19.0
836,La1.75Sr0.25Cu1O4.07,37.0,37.0
837,La1.67Sr0.33Cu1O4,37.0,37.0
838,La1.99Sr0.01Cu1O4.13,40.0,40.0
